SEQENCE ID                     TM SP PREDICTION
GLOROS_017961-T1                0  0 o
GLOROS_017962-T1                0  0 o
GLOROS_017963-T1                0  0 i
GLOROS_017964-T1                0  0 i
GLOROS_017965-T1                0  0 o
GLOROS_017966-T1                0  0 o
GLOROS_017967-T1                0  0 o
GLOROS_017968-T1                0  Y n4-13c17/18o
GLOROS_017968-T2                0  Y n4-13c17/18o
GLOROS_017968-T3                0  Y n4-13c17/18o
GLOROS_017968-T4                0  Y n4-13c17/18o
GLOROS_017969-T1                0  0 o
GLOROS_017970-T1                1  Y n4-11c15/16o39-56i
GLOROS_017971-T1                0  0 o
GLOROS_017972-T1                0  0 i
GLOROS_017973-T1                0  0 o
GLOROS_017974-T1                0  0 o
GLOROS_017975-T1                0  0 o
GLOROS_017976-T1                0  0 o
GLOROS_017977-T1                1  0 o28-49i
GLOROS_017978-T1                0  0 o
GLOROS_017979-T1                0  0 o
GLOROS_017979-T2                0  0 o
GLOROS_017980-T1                0  0 o
GLOROS_017981-T1                0  0 o
GLOROS_017982-T1                4  0 o25-50i62-86o92-120i141-167o
GLOROS_017983-T1                0  0 o
GLOROS_017984-T1                0  0 o
GLOROS_017985-T1                0  0 o
GLOROS_017986-T1                0  0 o
GLOROS_017987-T1                0  0 o
GLOROS_017988-T1                0  0 o
GLOROS_017989-T1                0  0 o
GLOROS_017990-T1                0  0 o
GLOROS_017991-T1                0  0 o
GLOROS_017992-T1                0  0 o
GLOROS_017993-T1                0  Y n4-12c17/18o
GLOROS_017994-T1                0  0 o
GLOROS_017995-T1                0  0 o
GLOROS_017996-T1                0  Y n10-21c27/28o
GLOROS_017996-T2                0  Y n10-21c27/28o
GLOROS_017997-T1                1  0 o85-103i
GLOROS_017998-T1                0  0 o
GLOROS_017999-T1                0  0 i
GLOROS_018000-T1                0  0 o
GLOROS_018001-T1                0  0 o
GLOROS_018002-T1                0  0 i
GLOROS_018003-T1                0  0 o
GLOROS_018004-T1                0  0 o
GLOROS_018005-T1                0  0 o
GLOROS_018006-T1                0  0 o
GLOROS_018007-T1                0  0 o
GLOROS_018008-T1                1  0 o43-61i
GLOROS_018009-T1                0  0 i
GLOROS_018010-T1                0  Y n3-10c15/16o
GLOROS_018011-T1                1  0 o65-87i
GLOROS_018012-T1                0  0 o
GLOROS_018012-T2                0  0 o
GLOROS_018013-T1                1  0 o54-72i
GLOROS_018014-T1                0  0 o
GLOROS_018015-T1                0  Y n4-14c21/22o
GLOROS_018016-T1                0  0 i
GLOROS_018017-T1                0  0 o
GLOROS_018018-T1                0  0 o
GLOROS_018019-T1                0  0 o
GLOROS_018020-T1                0  0 o
GLOROS_018021-T1                0  0 o
GLOROS_018022-T1                0  0 o
GLOROS_018025-T1                0  0 o
GLOROS_018026-T1                0  0 o
GLOROS_018027-T1                0  0 o
GLOROS_018027-T2                0  0 o
GLOROS_018028-T1                0  0 i
GLOROS_018029-T1                1  0 o116-137i
GLOROS_018030-T1                0  0 o
GLOROS_018031-T1                0  0 o
GLOROS_018032-T1                0  0 o
GLOROS_018033-T1                0  Y n4-16c21/22o
GLOROS_018033-T2                0  Y n4-16c21/22o
GLOROS_018034-T1                0  0 o
GLOROS_018035-T1                0  Y n4-19c23/24o
GLOROS_018036-T1                3  Y n3-8c12/13o22-43i50-69o75-98i
GLOROS_018037-T1                5  Y n8-18c23/24o63-83i112-131o137-165i177-199o211-230i
GLOROS_018038-T1                0  0 o
GLOROS_018038-T2                0  0 o
GLOROS_018039-T1                0  Y n4-19c23/24o
GLOROS_018040-T1                7  0 i42-61o67-95i107-129o141-160i333-354o366-388i400-419o
GLOROS_018041-T1                3  Y n2-10c15/16o31-51i63-86o98-116i
GLOROS_018042-T1                0  0 o
GLOROS_018043-T1                0  0 o
GLOROS_018043-T2                0  0 i
GLOROS_018044-T1                0  0 o
GLOROS_018045-T1                0  0 o
GLOROS_018045-T2                0  0 o
GLOROS_018046-T1                0  0 o
GLOROS_018047-T1                1  Y n4-15c20/21o60-85i
GLOROS_018048-T1                0  0 o
GLOROS_018048-T2                0  0 o
GLOROS_018048-T3                0  0 o
GLOROS_018049-T1                2  0 i33-55o67-91i
GLOROS_018050-T1                0  0 o
GLOROS_018051-T1                0  0 o
GLOROS_018052-T1                0  0 o
GLOROS_018053-T1                0  0 o
GLOROS_018054-T1                1  0 o37-56i
GLOROS_018055-T1                0  0 o
GLOROS_018056-T1                0  0 o
GLOROS_018057-T1                0  0 o
GLOROS_018058-T1                0  Y n4-15c20/21o
GLOROS_018059-T1                3  0 o6-25i37-55o75-96i
GLOROS_018060-T1                0  0 o
GLOROS_018061-T1                0  0 o
GLOROS_018062-T1                0  0 o
GLOROS_018063-T1                0  0 o
GLOROS_018064-T1                0  0 o
GLOROS_018065-T1                0  0 o
GLOROS_018066-T1                0  0 o
GLOROS_018067-T1                0  0 o
GLOROS_018068-T1                0  0 i
GLOROS_018069-T1                0  0 o
GLOROS_018070-T1                0  0 o
GLOROS_018070-T2                0  0 o
GLOROS_018071-T1                0  0 i
GLOROS_018071-T2                0  0 i
GLOROS_018071-T3                0  0 i
GLOROS_018072-T1                0  0 o
GLOROS_018073-T1                0  0 o
GLOROS_018074-T1                0  0 o
GLOROS_018075-T1                1  0 o822-840i
GLOROS_018076-T1                0  0 o
GLOROS_018076-T2                0  0 o
GLOROS_018077-T1                0  0 o
GLOROS_018078-T1                1  0 o64-84i
GLOROS_018078-T2                1  0 o54-74i
GLOROS_018079-T1                0  0 o
GLOROS_018080-T1                0  0 o
GLOROS_018081-T1                0  0 o
GLOROS_018082-T1                0  0 o
GLOROS_018083-T1                0  0 o
GLOROS_018084-T1                0  0 o
GLOROS_018084-T2                0  0 o
GLOROS_018085-T1                0  0 o
GLOROS_018086-T1                0  0 o
GLOROS_018086-T2                0  0 o
GLOROS_018087-T1                0  Y n4-15c33/34o
GLOROS_018087-T2                0  Y n4-15c33/34o
GLOROS_018088-T1                0  Y n6-17c25/26o
GLOROS_018089-T1                0  0 o
GLOROS_018090-T1                0  0 o
GLOROS_018091-T1                0  0 o
GLOROS_018092-T1                0  0 o
GLOROS_018093-T1                0  0 o
GLOROS_018093-T2                0  0 o
GLOROS_018094-T1                0  0 o
GLOROS_018095-T1                0  0 o
GLOROS_018096-T1                0  Y n2-12c17/18o
GLOROS_018097-T1                0  0 o
GLOROS_018097-T2                0  0 o
GLOROS_018098-T1                0  Y n3-10c14/15o
GLOROS_018099-T1                0  0 o
GLOROS_018100-T1                0  Y n9-21c25/26o
GLOROS_018101-T1                2  0 i15-35o47-71i
GLOROS_018102-T1                0  0 o
GLOROS_018103-T1                0  0 i
GLOROS_018104-T1                5  0 o14-37i58-82o88-112i132-152o184-211i
GLOROS_018105-T1                0  0 o
GLOROS_018105-T2                0  0 o
GLOROS_018105-T3                0  0 o
GLOROS_018106-T1                0  0 o
GLOROS_018107-T1                0  0 o
GLOROS_018107-T2                0  0 o
GLOROS_018108-T1                0  0 o
GLOROS_018108-T2                0  0 o
GLOROS_018108-T3                0  0 o
GLOROS_018109-T1                0  0 o
GLOROS_018110-T1                0  Y n3-18c23/24o
GLOROS_018111-T1                0  0 i
GLOROS_018112-T1                0  0 o
GLOROS_018113-T1                0  Y n3-18c23/24o
GLOROS_018114-T1                0  0 o
GLOROS_018115-T1                0  0 o
GLOROS_018116-T1                0  0 o
GLOROS_018117-T1                0  0 o
GLOROS_018118-T1                0  0 o
GLOROS_018119-T1                0  0 o
GLOROS_018120-T1                0  Y n4-15c24/25o
GLOROS_018121-T1                0  0 i
GLOROS_018122-T1                0  0 i
GLOROS_018123-T1                0  0 o
GLOROS_018124-T1                1  0 i167-184o
GLOROS_018125-T1                0  0 o
GLOROS_018126-T1                0  0 o
GLOROS_018127-T1                0  0 o
GLOROS_018128-T1                0  0 o
GLOROS_018129-T1                0  0 o
GLOROS_018129-T2                0  0 o
GLOROS_018130-T1                0  0 o
GLOROS_018131-T1                0  0 o
GLOROS_018132-T1                0  0 o
GLOROS_018133-T1               11  0 o469-490i511-534o554-579i586-604o685-708i728-748o776-795i816-839o882-906i927-945o951-969i
GLOROS_018133-T2               11  0 o469-490i511-534o554-579i586-604o685-708i728-748o776-795i816-839o882-906i927-945o951-969i
GLOROS_018134-T1                0  0 o
GLOROS_018134-T2                0  0 o
GLOROS_018134-T3                0  0 o
GLOROS_018135-T1                0  0 o
GLOROS_018135-T2                0  0 o
GLOROS_018136-T1                0  0 o
GLOROS_018137-T1                0  0 o
GLOROS_018138-T1                3  Y n2-12c17/18o62-83i112-130o443-462i
GLOROS_018139-T1                0  0 i
GLOROS_018140-T1                0  0 o
GLOROS_018140-T2                0  0 o
GLOROS_018140-T3                0  0 o
GLOROS_018140-T4                0  0 o
GLOROS_018141-T1                0  0 o
GLOROS_018142-T1                0  0 i
GLOROS_018143-T1                0  0 o
GLOROS_018144-T1                0  0 o
GLOROS_018145-T1                0  0 o
GLOROS_018146-T1                0  0 o
GLOROS_018147-T1                0  0 o
GLOROS_018148-T1                0  0 o
GLOROS_018149-T1                0  0 o
GLOROS_018150-T1                5  0 o195-217i267-288o300-318i339-358o426-443i
GLOROS_018150-T2                3  0 o195-217i267-294o314-332i
GLOROS_018151-T1                0  0 o
GLOROS_018152-T1                0  0 o
GLOROS_018153-T1                0  0 o
GLOROS_018154-T1                1  0 i112-133o
GLOROS_018155-T1                0  Y n22-32c37/38o
GLOROS_018155-T2                0  Y n22-32c37/38o
GLOROS_018156-T1                7  0 i12-33o77-98i177-199o211-232i239-261o273-292i312-333o
GLOROS_018157-T1                0  0 o
GLOROS_018157-T2                0  0 o
GLOROS_018158-T1                0  0 o
GLOROS_018159-T1                0  0 o
GLOROS_018160-T1                0  0 i
GLOROS_018160-T2                0  0 i
GLOROS_018161-T1                2  0 o209-230i242-261o
GLOROS_018162-T1                1  0 o38-63i
GLOROS_018163-T1                0  0 o
GLOROS_018164-T1                0  0 o
GLOROS_018165-T1                0  Y n12-23c28/29o
GLOROS_018166-T1                7  0 o6-25i37-59o88-112i133-151o254-280i301-325o340-361i
GLOROS_018167-T1                1  0 i58-80o
GLOROS_018167-T2                1  0 i58-80o
GLOROS_018168-T1                0  Y n2-12c17/18o
GLOROS_018169-T1                0  0 o
GLOROS_018170-T1                0  0 o
GLOROS_018171-T1                7  0 o37-58i70-90o102-119i126-145o151-171i183-202o208-232i
GLOROS_018172-T1                0  0 o
GLOROS_018173-T1                0  0 o
GLOROS_018173-T2                0  0 o
GLOROS_018173-T3                0  0 o
GLOROS_018173-T4                0  0 o
GLOROS_018174-T1                0  0 o
GLOROS_018175-T1                0  0 o
GLOROS_018176-T1                0  Y n2-12c17/18o
GLOROS_018177-T1                1  0 o45-64i
GLOROS_018178-T1                0  Y n7-18c23/24o
GLOROS_018179-T1                0  0 o
GLOROS_018180-T1                0  0 o
GLOROS_018181-T1                2  0 o94-114i126-148o
GLOROS_018182-T1                1  Y n2-13c18/19o34-55i
GLOROS_018183-T1                0  0 o
GLOROS_018184-T1                0  0 o
GLOROS_018185-T1                0  0 o
GLOROS_018186-T1                0  0 o
GLOROS_018186-T2                0  0 o
GLOROS_018187-T1                0  0 o
GLOROS_018188-T1                0  0 o
GLOROS_018189-T1                0  0 o
GLOROS_018189-T2                0  0 o
GLOROS_018189-T3                0  0 o
GLOROS_018189-T4                0  0 o
GLOROS_018190-T1                0  0 o
GLOROS_018191-T1                2  0 i82-102o114-131i
GLOROS_018192-T1                0  0 o
GLOROS_018192-T2                0  0 o
GLOROS_018193-T1                1  Y n3-18c36/37o60-82i
GLOROS_018194-T1                0  0 o
GLOROS_018195-T1                0  0 o
GLOROS_018196-T1                2  0 i159-179o199-218i
GLOROS_018197-T1                4  0 o35-57i69-88o121-141i153-172o
GLOROS_018198-T1                0  0 o
GLOROS_018199-T1                0  0 o
GLOROS_018200-T1                0  0 o
GLOROS_018201-T1                6  0 i7-24o87-109i173-194o206-230i237-257o263-283i
GLOROS_018201-T2                6  0 i7-24o87-109i173-194o206-230i237-257o263-283i
GLOROS_018202-T1                0  0 o
GLOROS_018203-T1                0  0 o
GLOROS_018204-T1                0  0 o
GLOROS_018205-T1                0  0 o
GLOROS_018206-T1                0  0 o
GLOROS_018206-T2                0  0 o
GLOROS_018206-T3                0  0 o
GLOROS_018207-T1                0  0 o
GLOROS_018207-T2                0  0 o
GLOROS_018208-T1                8  0 i12-33o53-73i94-115o121-138i150-172o187-207i329-348o381-399i
GLOROS_018209-T1                0  0 o
GLOROS_018210-T1                0  0 o
GLOROS_018211-T1                0  Y n2-9c13/14o
GLOROS_018212-T1                0  0 o
GLOROS_018213-T1                1  0 o43-65i
GLOROS_018214-T1                0  0 o
GLOROS_018215-T1                1  0 o41-59i
GLOROS_018216-T1                0  0 o
GLOROS_018217-T1                0  0 i
GLOROS_018218-T1                0  0 i
GLOROS_018219-T1                0  0 o
GLOROS_018220-T1                1  0 o32-52i
GLOROS_018221-T1                0  0 o
GLOROS_018222-T1                0  0 o
GLOROS_018223-T1                0  0 o
GLOROS_018224-T1                0  0 o
GLOROS_018225-T1                0  0 o
GLOROS_018226-T1                0  0 i
GLOROS_018227-T1                0  0 i
GLOROS_018228-T1                0  Y n5-16c22/23o
GLOROS_018228-T2                0  Y n5-16c22/23o
GLOROS_018229-T1                0  0 o
GLOROS_018230-T1                0  0 o
GLOROS_018231-T1                2  0 i9-31o43-68i
GLOROS_018232-T1                1  0 o62-82i
GLOROS_018233-T1                0  Y n4-19c27/28o
GLOROS_018234-T1                0  0 o
GLOROS_018235-T1                0  Y n2-12c20/21o
GLOROS_018236-T1                0  0 o
GLOROS_018237-T1                0  0 i
GLOROS_018238-T1                0  Y n4-15c20/21o
GLOROS_018239-T1                1  0 o32-50i
GLOROS_018240-T1                0  0 o
GLOROS_018241-T1                1  0 i181-201o
GLOROS_018242-T1                0  0 o
GLOROS_018243-T1                0  0 i
GLOROS_018244-T1                0  0 o
GLOROS_018245-T1                0  0 o
GLOROS_018246-T1                0  0 o
GLOROS_018247-T1                0  0 o
GLOROS_018248-T1                0  0 o
GLOROS_018249-T1                0  0 o
GLOROS_018250-T1                0  0 o
GLOROS_018251-T1                3  0 o41-62i149-167o173-194i
GLOROS_018252-T1                0  0 o
GLOROS_018253-T1                0  0 o
GLOROS_018254-T1                0  0 o
GLOROS_018255-T1                0  0 o
GLOROS_018256-T1                0  Y n19-29c33/34o
GLOROS_018256-T2                0  Y n19-29c33/34o
GLOROS_018257-T1                3  0 o35-55i67-83o89-107i
GLOROS_018258-T1                1  0 o21-40i
GLOROS_018259-T1                4  0 i36-55o61-79i86-110o122-147i
GLOROS_018260-T1                0  0 o
GLOROS_018261-T1                0  0 o
