#gene	DOGBOX_motif	SUBBOX_motif	SPRYSEC(Y/N)	Secreted(Y/n)	annotation	GH_domain	duplication_type	up_J2_v_14dpi	up_J2_v_egg	Up_14_vs_J2	 Up_14_vs_EGG	up_male_vs_dpi14	upregulated_LOG2_FDR:p<0.001
GPALN_012099	1	-	-	YES	"GPALN_012099-T1 beta-1,4-endoglucanase precursor"	CAZy:GH5_2; CAZy:GH5; CAZy:GH5_46; CAZy:GH5_25; 	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_012127	-	-	-	YES	GPALN_012127-T1 HYP effector	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_dpi7_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi21_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP
GPALN_012134	3	-	-	YES	GPALN_012134-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012284	4	-	-	YES	GPALN_012284-T1 D406 protein	-	dispersed	-	-	-	-	-	-
GPALN_012357	2	-	-	YES	GPALN_012357-T1 1106 effector family protein variant 1106_3E10	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012358	1	-	-	YES	GPALN_012358-T1 1106 effector family protein variant 1106_3E10	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012366	3	-	-	YES	GPALN_012366-T1 BTB/POZ domain-containing protein 6-B-like	-	dispersed	-	-	-	-	-	-
GPALN_012838	3	-	-	YES	"GPALN_012838-T1 oxidoreductase, short chain dehydrogenase/reductase family protein"	-	dispersed	-	-	-	-	-	-
GPALN_013104	3	-	-	YES	GPALN_013104-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_013109	3	-	-	YES	GPALN_013109-T1 ---NA---	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_013144	2	-	-	YES	"GPALN_013144-T1 glycosyl hydrolase, family 18"	CAZy:GH18; 	WGD/segmental	-	-	-	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP
GPALN_013150	-	-	-	YES	GPALN_013150-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_013385	2	-	YES	YES	GPALN_013385-T1 RBP-1 protein	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_014005	3	-	-	YES	GPALN_014005-T1 ---NA---	-	proximal	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_014368	-	-	-	YES	GPALN_014368-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	-
GPALN_014369	-	-	-	YES	GPALN_014369-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	-
GPALN_014370	-	-	-	YES	GPALN_014370-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	-
GPALN_014371	-	-	-	YES	GPALN_014371-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	-
GPALN_014372	-	-	-	YES	GPALN_014372-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_014377	-	-	-	YES	GPALN_014377-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_014397	1	-	YES	YES	GPALN_014397-T1 RBP-1 protein	-	tandem	-	-	-	-	-	-
GPALN_014398	5	-	YES	YES	GPALN_014398-T1 RBP-1 protein	-	tandem	-	-	-	-	-	-
GPALN_014514	3	-	-	YES	GPALN_014514-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	-
GPALN_014539	1	-	-	YES	GPALN_014539-T1 beta-fructofuranosidase	-	WGD/segmental	-	-	-	-	-	-
GPALN_014576	1	-	-	YES	GPALN_014576-T1 esophageal gland-localized secretory protein 12	-	dispersed	-	-	-	-	-	dpi28_vs_Gp_J2_Gp_J2_UP; J2_vs_Gp_MALE_Gp_J2_UP
GPALN_014672	3	-	-	YES	GPALN_014672-T1 hemimethylated DNA binding domain-containing protein	-	singleton	-	-	-	-	-	-
GPALN_014707	3	-	-	YES	GPALN_014707-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_014746	5	-	-	YES	GPALN_014746-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_014851	-	-	-	YES	GPALN_014851-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_014865	-	-	-	YES	GPALN_014865-T1 GNAT family N-acetyltransferase	-	dispersed	-	-	Up_14dpi_vs_J2	-	-	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_014866	-	-	-	YES	GPALN_014866-T1 CLAVATA3/ESR-like protein	-	tandem	-	-	-	-	-	-
GPALN_014867	-	-	-	YES	GPALN_014867-T1 CLAVATA3/ESR-related protein	-	tandem	-	-	-	-	-	-
GPALN_014868	-	-	-	YES	GPALN_014868-T1 CLAVATA3/ESR-related protein	-	tandem	-	-	-	-	-	-
GPALN_014885	2	-	-	YES	GPALN_014885-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_014904	3	-	-	YES	GPALN_014904-T1 CRE-EFN-2 protein	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_dpi21_Gp_dpi14_UP; dpi14_vs_Gp_dpi28_Gp_dpi14_UP; dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_J2_Gp_J2_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_J2_Gp_J2_UP
GPALN_015061	1	-	-	YES	GPALN_015061-T1 putative effector protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015177	2	-	-	YES	GPALN_015177-T1 putative effector protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_015178	1	-	-	YES	GPALN_015178-T1 putative effector protein	-	WGD/segmental	-	-	-	-	-	dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015179	1	-	-	YES	GPALN_015179-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015181	-	-	-	YES	GPALN_015181-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015182	-	-	-	YES	GPALN_015182-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_J2_UP
GPALN_015183	1	-	-	YES	GPALN_015183-T1 putative effector protein	-	tandem	-	-	-	-	-	-
GPALN_015186	1	-	-	YES	GPALN_015186-T2 ---NA---	-	WGD/segmental	-	-	-	-	-	-
GPALN_015188	-	-	-	YES	GPALN_015188-T1 glycoside hydrolase family 32 protein	CAZy:GH32; 	WGD/segmental	-	-	-	-	-	-
GPALN_015193	3	-	-	YES	GPALN_015193-T1 ---NA---	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015243	-	-	-	YES	GPALN_015243-T1 HYP effector	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_dpi21_Gp_dpi21_UP; dpi14_vs_Gp_dpi28_Gp_dpi28_UP; dpi14_vs_Gp_dpi35_Gp_dpi35_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi21_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015262	-	-	-	YES	GPALN_015262-T1 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_015279	1	-	-	YES	GPALN_015279-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_015285	1	-	-	YES	GPALN_015285-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_015291	2	-	-	YES	GPALN_015291-T1 ---NA---	-	WGD/segmental	-	-	-	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_015297	-	-	-	YES	GPALN_015297-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_015738	3	-	-	YES	GPALN_015738-T1 von Willebrand factor type A domain protein	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_015769	4	-	-	YES	GPALN_015769-T1 ---NA---	-	singleton	-	-	-	-	-	dpi14_vs_Gp_dpi7_Gp_dpi7_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_016090	-	-	-	YES	GPALN_016090-T2 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_016091	4	-	-	YES	GPALN_016091-T1 Astacin-like metalloendopeptidase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_016117	1	-	-	YES	GPALN_016117-T1 ---NA---	-	dispersed	-	-	-	-	-	-
GPALN_016181	-	-	-	YES	GPALN_016181-T1 ---NA---	-	dispersed	-	-	-	-	-	-
GPALN_016188	-	-	-	YES	GPALN_016188-T1 ---NA---	-	tandem	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_016330	-	-	-	YES	GPALN_016330-T1 ubiquitin domain containing protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_016378	3	-	-	YES	GPALN_016378-T1 putative transcription factor C2H2 family	-	dispersed	-	-	-	-	-	dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
